优先级,助手分层,是否需审核,桶,子类,API（助手显示名优先）,id,命名空间/类,方法,子方法,调用形态,文档availability(api.sqlite),助手availability,GP实测,UI实测,本次判定,运行时真名,运行时近似名,其它UI状态命中,助手标记未被官方lua使用,助手用法摘要,助手备注首条,助手人工验证,证据,建议动作
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,UnitManager.GetLifespan,Q-UnitManagerGetLifespan,UnitManager,GetLifespan,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,UnitManager.GetMaxHitPoints,Q-UnitManagerGetMaxHitPoints,UnitManager,GetMaxHitPoints,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,WorldBuilderResourceGenerator,C-WorldBuilderResourceGenerator,WorldBuilderResourceGenerator,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,WorldBuilderResourceGenerator.Create,A-WorldBuilderResourceGeneratorCreate,WorldBuilderResourceGenerator,Create,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,json,C-json,json,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,json.parse,Q-jsonparse,json,parse,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,json.stringify,Q-jsonstringify,json,stringify,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.ChangeLifespan,A-UnitManagerChangeLifespan,UnitManager,ChangeLifespan,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.ChangeMaxHitPoints,A-UnitManagerChangeMaxHitPoints,UnitManager,ChangeMaxHitPoints,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.GetUnitType,Q-UnitManagerGetUnitType,UnitManager,GetUnitType,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.ResetLifespan,A-UnitManagerResetLifespan,UnitManager,ResetLifespan,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.SetDefaultMaxHitPoints,A-UnitManagerSetDefaultMaxHitPoints,UnitManager,SetDefaultMaxHitPoints,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.SetLifespan,A-UnitManagerSetLifespan,UnitManager,SetLifespan,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：GP 未见,UnitManager.SetMaxHitPoints,A-UnitManagerSetMaxHitPoints,UnitManager,SetMaxHitPoints,,Dot (Global),GamePlay,,nil/否,nil/否,文档存疑：GP 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：UI 未见,Events.BeginFullGamePurchase,EV-EventsBeginFullGamePurchase,Events,BeginFullGamePurchase,,Dot (Global),UI,,nil/否,nil/否,文档存疑：UI 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：UI 未见,Events.LeaderPopup,EV-EventsLeaderPopup,Events,LeaderPopup,,Dot (Global),UI,,nil/否,nil/否,文档存疑：UI 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：UI 未见,Events.MultiplayerConnectionFailed,EV-EventsMultiplayerConnectionFailed,Events,MultiplayerConnectionFailed,,Dot (Global),UI,,nil/否,nil/否,文档存疑：UI 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：UI 未见,Events.MultiplayerNetRegistered,EV-EventsMultiplayerNetRegistered,Events,MultiplayerNetRegistered,,Dot (Global),UI,,nil/否,nil/否,文档存疑：UI 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：UI 未见,Events.PlayerVersionMismatchEvent,EV-EventsPlayerVersionMismatchEvent,Events,PlayerVersionMismatchEvent,,Dot (Global),UI,,nil/否,nil/否,文档存疑：UI 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档存疑：UI 未见,Game.IsTechRecommended,Q-GameIsTechRecommended,Game,IsTechRecommended,,Dot (Global),UI,,nil/否,nil/否,文档存疑：UI 未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,动态事件代理（不可判）,GameEvents.AdvisorNegativeResourceRate,EV-GameEventsAdvisorNegativeResourceRate,GameEvents,AdvisorNegativeResourceRate,,Dot (Global),GamePlay,,table/不可判,ERR/否,动态事件代理（不可判）,,,,,,,,GP=table/不可判　UI=ERR/否,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__GetLuxuryResources,Q-WorldBuilderResourceGenerator__GetLuxuryResources,WorldBuilderResourceGenerator,__GetLuxuryResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__GetOtherResources,Q-WorldBuilderResourceGenerator__GetOtherResources,WorldBuilderResourceGenerator,__GetOtherResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__GetStrategicResources,Q-WorldBuilderResourceGenerator__GetStrategicResources,WorldBuilderResourceGenerator,__GetStrategicResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__GetWaterLuxuryResources,Q-WorldBuilderResourceGenerator__GetWaterLuxuryResources,WorldBuilderResourceGenerator,__GetWaterLuxuryResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__GetWaterOtherResources,Q-WorldBuilderResourceGenerator__GetWaterOtherResources,WorldBuilderResourceGenerator,__GetWaterOtherResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__GetWaterStrategicResources,Q-WorldBuilderResourceGenerator__GetWaterStrategicResources,WorldBuilderResourceGenerator,__GetWaterStrategicResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__InitResourceData,A-WorldBuilderResourceGenerator__InitResourceData,WorldBuilderResourceGenerator,__InitResourceData,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__PlaceLuxuryResources,A-WorldBuilderResourceGenerator__PlaceLuxuryResources,WorldBuilderResourceGenerator,__PlaceLuxuryResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__PlaceOtherResources,A-WorldBuilderResourceGenerator__PlaceOtherResources,WorldBuilderResourceGenerator,__PlaceOtherResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__PlaceStrategicResources,A-WorldBuilderResourceGenerator__PlaceStrategicResources,WorldBuilderResourceGenerator,__PlaceStrategicResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__PlaceWaterLuxury,A-WorldBuilderResourceGenerator__PlaceWaterLuxury,WorldBuilderResourceGenerator,__PlaceWaterLuxury,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__PlaceWaterOtherResources,A-WorldBuilderResourceGenerator__PlaceWaterOtherResources,WorldBuilderResourceGenerator,__PlaceWaterOtherResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__PlaceWaterStrategic,A-WorldBuilderResourceGenerator__PlaceWaterStrategic,WorldBuilderResourceGenerator,__PlaceWaterStrategic,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__RemoveDuplicateResources,A-WorldBuilderResourceGenerator__RemoveDuplicateResources,WorldBuilderResourceGenerator,__RemoveDuplicateResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__RemoveOtherDuplicateResources,A-WorldBuilderResourceGenerator__RemoveOtherDuplicateResources,WorldBuilderResourceGenerator,__RemoveOtherDuplicateResources,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__ScoreLuxuryPlots,A-WorldBuilderResourceGenerator__ScoreLuxuryPlots,WorldBuilderResourceGenerator,__ScoreLuxuryPlots,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__ScorePlots,A-WorldBuilderResourceGenerator__ScorePlots,WorldBuilderResourceGenerator,__ScorePlots,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,D 暂不可测,需世界生成器会话（WorldBuilder.ResourceGenerator）,WorldBuilderResourceGenerator.__ScoreStrategicPlots,A-WorldBuilderResourceGenerator__ScoreStrategicPlots,WorldBuilderResourceGenerator,__ScoreStrategicPlots,,Colon (Instance),Both,,ERR/不可判,ERR/不可判,无法验证：需世界生成器会话（WorldBuilder.ResourceGenerator）,,,,,,,,GP=ERR/不可判　UI=ERR/不可判,按补测条件复跑一轮
